"category","doc_id","title","path","prd_id","observed_sbom_code","observed_sku_anchor","source_url"
"手机","product-10086454848882","HUAWEI Pura 90 Pro Max 参数与卖点","01_参数与卖点_KB/手机/10086454848882_HUAWEI_Pura_90_Pro_Max.md","10086454848882","2601010614324","10086454848882+2601010614324","https://www.vmall.com/product/comdetail/index.html?prdId=10086454848882&sbomCode=2601010614324"
"手机","product-10086476013098","HUAWEI Mate 80 Pro 参数与卖点","01_参数与卖点_KB/手机/10086476013098_HUAWEI_Mate_80_Pro.md","10086476013098","2601010586419","10086476013098+2601010586419","https://www.vmall.com/product/comdetail/index.html?prdId=10086476013098&sbomCode=2601010586419"
"手机","product-10086511284892","HUAWEI Mate 80 RS 非凡大师 参数与卖点","01_参数与卖点_KB/手机/10086511284892_HUAWEI_Mate_80_RS_非凡大师.md","10086511284892","2601010586609","10086511284892+2601010586609","https://www.vmall.com/product/comdetail/index.html?prdId=10086511284892&sbomCode=2601010586609"
"手机","product-10086524794571","nova 16 Ultra 参数与卖点","01_参数与卖点_KB/手机/10086524794571_nova_16_Ultra.md","10086524794571","2601010625710","10086524794571+2601010625710","https://www.vmall.com/product/comdetail/index.html?prdId=10086524794571&sbomCode=2601010625710"
"手机","product-10086621059876","HUAWEI Pura X Max 参数与卖点","01_参数与卖点_KB/手机/10086621059876_HUAWEI_Pura_X_Max.md","10086621059876","2601010615022","10086621059876+2601010615022","https://www.vmall.com/product/comdetail/index.html?prdId=10086621059876&sbomCode=2601010615022"
"手机","product-10086658434293","nova 16z 参数与卖点","01_参数与卖点_KB/手机/10086658434293_nova_16z.md","10086658434293","2601010626009","10086658434293+2601010626009","https://www.vmall.com/product/comdetail/index.html?prdId=10086658434293&sbomCode=2601010626009"
"手机","product-10086724171251","HUAWEI Mate 80 Pro Max 参数与卖点","01_参数与卖点_KB/手机/10086724171251_HUAWEI_Mate_80_Pro_Max.md","10086724171251","2601010586509","10086724171251+2601010586509","https://www.vmall.com/product/comdetail/index.html?prdId=10086724171251&sbomCode=2601010586509"
"手机","product-10086754422315","HUAWEI Mate XTs 非凡大师 参数与卖点","01_参数与卖点_KB/手机/10086754422315_HUAWEI_Mate_XTs_非凡大师.md","10086754422315","2601010580042","10086754422315+2601010580042","https://www.vmall.com/product/comdetail/index.html?prdId=10086754422315&sbomCode=2601010580042"
"手机","product-10086838189168","HUAWEI Mate X7 参数与卖点","01_参数与卖点_KB/手机/10086838189168_HUAWEI_Mate_X7.md","10086838189168","2601010588024","10086838189168+2601010588024","https://www.vmall.com/product/comdetail/index.html?prdId=10086838189168&sbomCode=2601010588024"
"手机","product-10086839537149","HUAWEI Pura 80 Ultra 参数与卖点","01_参数与卖点_KB/手机/10086839537149_HUAWEI_Pura_80_Ultra.md","10086839537149","2601010567412","10086839537149+2601010567412","https://www.vmall.com/product/comdetail/index.html?prdId=10086839537149&sbomCode=2601010567412"
"手机","product-10086843224230","HUAWEI Mate X6 参数与卖点","01_参数与卖点_KB/手机/10086843224230_HUAWEI_Mate_X6.md","10086843224230","2601010515321","10086843224230+2601010515321","https://www.vmall.com/product/comdetail/index.html?prdId=10086843224230&sbomCode=2601010515321"
"手机","product-10086850799769","nova 16 参数与卖点","01_参数与卖点_KB/手机/10086850799769_nova_16.md","10086850799769","2601010625916","10086850799769+2601010625916","https://www.vmall.com/product/comdetail/index.html?prdId=10086850799769&sbomCode=2601010625916"
"手机","product-10086866372688","HUAWEI Pura 90 Pro 参数与卖点","01_参数与卖点_KB/手机/10086866372688_HUAWEI_Pura_90_Pro.md","10086866372688","2601010614420","10086866372688+2601010614420","https://www.vmall.com/product/comdetail/index.html?prdId=10086866372688&sbomCode=2601010614420"
"手机","product-10086898360689","HUAWEI Mate 70 Pro 优享版 参数与卖点","01_参数与卖点_KB/手机/10086898360689_HUAWEI_Mate_70_Pro_优享版.md","10086898360689","2601010546810","10086898360689+2601010546810","https://www.vmall.com/product/comdetail/index.html?prdId=10086898360689&sbomCode=2601010546810"
"手机","product-10086941643085","nova 16 Pro 参数与卖点","01_参数与卖点_KB/手机/10086941643085_nova_16_Pro.md","10086941643085","2601010625815","10086941643085+2601010625815","https://www.vmall.com/product/comdetail/index.html?prdId=10086941643085&sbomCode=2601010625815"
"手机","product-10086981094378","HUAWEI Mate 80 Pro Max 风驰版 参数与卖点","01_参数与卖点_KB/手机/10086981094378_HUAWEI_Mate_80_Pro_Max_风驰版.md","10086981094378","2601010612503","10086981094378+2601010612503","https://www.vmall.com/product/comdetail/index.html?prdId=10086981094378&sbomCode=2601010612503"
"手机","product-10086989076790","HUAWEI Mate 70 Pro+ 参数与卖点","01_参数与卖点_KB/手机/10086989076790_HUAWEI_Mate_70_Pro+.md","10086989076790","2601010515133","10086989076790+2601010515133","https://www.vmall.com/product/comdetail/index.html?prdId=10086989076790&sbomCode=2601010515133"
"手机","product-current-pura-90","HUAWEI Pura 90 参数与卖点","01_参数与卖点_KB/手机/current_HUAWEI_Pura_90.md","10086412214615","2601010620702","10086412214615+2601010620702","https://www.vmall.com/product/comdetail/index.html?prdId=10086412214615&sbomCode=2601010620702"
"手机","product-current-changxiang-90-plus","华为畅享 90 Plus 参数与卖点","01_参数与卖点_KB/手机/current_华为畅享_90_Plus.md","10086756705081","2601010611610","10086756705081+2601010611610","https://www.vmall.com/product/comdetail/index.html?prdId=10086756705081&sbomCode=2601010611610"
"音箱","product-音箱-ai-speaker-2e-home","华为AI音箱 2e 全屋版 产品档案","01_参数与卖点_KB/音箱/ai-speaker-2e-home_华为AI音箱 2e 全屋版.md","10086122913106","3102060025701","10086122913106+3102060025701","https://www.vmall.com/product/comdetail/index.html?prdId=10086122913106&sbomCode=3102060025701"
"音箱","product-音箱-home-theater","华为悦彰家庭影院 产品档案","01_参数与卖点_KB/音箱/home-theater_华为悦彰家庭影院.md","10086814710103","3102060024003","10086814710103+3102060024003","https://www.vmall.com/product/comdetail/index.html?prdId=10086814710103&sbomCode=3102060024003"
"音箱","product-音箱-sound-joy-2","HUAWEI Sound Joy 2 产品档案","01_参数与卖点_KB/音箱/sound-joy-2_HUAWEI Sound Joy 2.md","10086283855352","3102060019504","10086283855352+3102060019504","https://www.vmall.com/product/comdetail/index.html?prdId=10086283855352&sbomCode=3102060019504"
"音箱","product-音箱-sound-x4","HUAWEI Sound X4 产品档案","01_参数与卖点_KB/音箱/sound-x4_HUAWEI Sound X4.md","10086921998890","3102060019902","10086921998890+3102060019902","https://www.vmall.com/product/comdetail/index.html?prdId=10086921998890&sbomCode=3102060019902"
"音箱","product-音箱-sound-x5","HUAWEI Sound X5 产品档案","01_参数与卖点_KB/音箱/sound-x5_HUAWEI Sound X5.md","10086679107439","3102060025003","10086679107439+3102060025003","https://www.vmall.com/product/comdetail/index.html?prdId=10086679107439&sbomCode=3102060025003"
"音箱","product-音箱-sound-x-gold-theater","HUAWEI Sound X 鎏金剧院版 产品档案","01_参数与卖点_KB/音箱/sound-x-gold-theater_HUAWEI Sound X 鎏金剧院版.md","10086187342516","3001080007004","10086187342516+3001080007004","https://www.vmall.com/product/comdetail/index.html?prdId=10086187342516&sbomCode=3001080007004"
"智慧屏","product-智慧屏-matetv","华为智慧屏 MateTV 产品档案","01_参数与卖点_KB/智慧屏/matetv_华为智慧屏 MateTV.md","10086657811726","3301010086901","10086657811726+3301010086901","https://www.vmall.com/product/comdetail/index.html?prdId=10086657811726&sbomCode=3301010086901"
"智慧屏","product-智慧屏-matetv-max","华为智慧屏 MateTV Max 产品档案","01_参数与卖点_KB/智慧屏/matetv-max_华为智慧屏 MateTV Max.md","10086707541272","3301010094501","10086707541272+3301010094501","https://www.vmall.com/product/comdetail/index.html?prdId=10086707541272&sbomCode=3301010094501"
"智慧屏","product-智慧屏-matetv-pro","华为智慧屏 MateTV Pro 产品档案","01_参数与卖点_KB/智慧屏/matetv-pro_华为智慧屏 MateTV Pro.md","10086849891491","3301010087001","10086849891491+3301010087001","https://www.vmall.com/product/comdetail/index.html?prdId=10086849891491&sbomCode=3301010087001"
"智慧屏","product-智慧屏-s6-pro","华为智慧屏 S6 Pro 产品档案","01_参数与卖点_KB/智慧屏/s6-pro_华为智慧屏 S6 Pro.md","10086840372981","3301010077201","10086840372981+3301010077201","https://www.vmall.com/product/comdetail/index.html?prdId=10086840372981&sbomCode=3301010077201"
"智慧屏","product-智慧屏-s7","华为智慧屏 S7 产品档案","01_参数与卖点_KB/智慧屏/s7_华为智慧屏 S7.md","10086854861507","3301010099001","10086854861507+3301010099001","https://www.vmall.com/product/comdetail/index.html?prdId=10086854861507&sbomCode=3301010099001"
"智慧屏","product-智慧屏-s7-pro","华为智慧屏 S7 Pro 产品档案","01_参数与卖点_KB/智慧屏/s7-pro_华为智慧屏 S7 Pro.md","10086052632479","3301010097601","10086052632479+3301010097601","https://www.vmall.com/product/comdetail/index.html?prdId=10086052632479&sbomCode=3301010097601"
"智慧屏","product-智慧屏-s7x-pro","华为智慧屏 S7X Pro 产品档案","01_参数与卖点_KB/智慧屏/s7x-pro_华为智慧屏 S7X Pro.md","10086099629920","3301010101201","10086099629920+3301010101201","https://www.vmall.com/product/comdetail/index.html?prdId=10086099629920&sbomCode=3301010101201"
"智慧屏","product-智慧屏-se43","华为智慧屏 SE43 产品档案","01_参数与卖点_KB/智慧屏/se43_华为智慧屏 SE43.md","10086267188026","3301010018012","10086267188026+3301010018012","https://www.vmall.com/product/comdetail/index.html?prdId=10086267188026&sbomCode=3301010018012"
"智慧屏","product-智慧屏-v6","华为智慧屏 V6 产品档案","01_参数与卖点_KB/智慧屏/v6_华为智慧屏 V6.md","10086311892852","3301010094601","10086311892852+3301010094601","https://www.vmall.com/product/comdetail/index.html?prdId=10086311892852&sbomCode=3301010094601"
"智慧屏","product-智慧屏-vision-4-new","华为Vision智慧屏 4 New 产品档案","01_参数与卖点_KB/智慧屏/vision-4-new_华为Vision智慧屏 4 New.md","10086373006939","3301010071401","10086373006939+3301010071401","https://www.vmall.com/product/comdetail/index.html?prdId=10086373006939&sbomCode=3301010071401"
"智慧屏","product-智慧屏-vision-5","华为Vision智慧屏 5 产品档案","01_参数与卖点_KB/智慧屏/vision-5_华为Vision智慧屏 5.md","10086353266660","3301010078001","10086353266660+3301010078001","https://www.vmall.com/product/comdetail/index.html?prdId=10086353266660&sbomCode=3301010078001"
"智慧屏","product-智慧屏-vision-5-pro","华为Vision智慧屏 5 Pro 产品档案","01_参数与卖点_KB/智慧屏/vision-5-pro_华为Vision智慧屏 5 Pro.md","10086441674439","3301010086501","10086441674439+3301010086501","https://www.vmall.com/product/comdetail/index.html?prdId=10086441674439&sbomCode=3301010086501"
"智慧屏","product-智慧屏-vision-5-se","华为Vision智慧屏 5 SE 产品档案","01_参数与卖点_KB/智慧屏/vision-5-se_华为Vision智慧屏 5 SE.md","10086708493256","3301010079601","10086708493256+3301010079601","https://www.vmall.com/product/comdetail/index.html?prdId=10086708493256&sbomCode=3301010079601"
"智慧屏","product-智慧屏-vision-5-se-enjoy","华为Vision智慧屏 5 SE 优享版 产品档案","01_参数与卖点_KB/智慧屏/vision-5-se-enjoy_华为Vision智慧屏 5 SE 优享版.md","10086102754989","3301010089501","10086102754989+3301010089501","https://www.vmall.com/product/comdetail/index.html?prdId=10086102754989&sbomCode=3301010089501"
"智慧屏","product-智慧屏-vision-6","华为Vision智慧屏 6 产品档案","01_参数与卖点_KB/智慧屏/vision-6_华为Vision智慧屏 6.md","10086077897388","3301010094701","10086077897388+3301010094701","https://www.vmall.com/product/comdetail/index.html?prdId=10086077897388&sbomCode=3301010094701"
"智慧屏","product-智慧屏-vision-6-pro","华为Vision智慧屏 6 Pro 产品档案","01_参数与卖点_KB/智慧屏/vision-6-pro_华为Vision智慧屏 6 Pro.md","10086252930264","3301010099301","10086252930264+3301010099301","https://www.vmall.com/product/comdetail/index.html?prdId=10086252930264&sbomCode=3301010099301"
"智慧屏","product-智慧屏-vision-6-se","华为Vision智慧屏 6 SE 产品档案","01_参数与卖点_KB/智慧屏/vision-6-se_华为Vision智慧屏 6 SE.md","10086896314296","3301010094801","10086896314296+3301010094801","https://www.vmall.com/product/comdetail/index.html?prdId=10086896314296&sbomCode=3301010094801"
"智慧屏","product-智慧屏-vision-6-se-rgb","华为Vision智慧屏 6 SE RGB 产品档案","01_参数与卖点_KB/智慧屏/vision-6-se-rgb_华为Vision智慧屏 6 SE RGB.md","10086527193789","3301010102301","10086527193789+3301010102301","https://www.vmall.com/product/comdetail/index.html?prdId=10086527193789&sbomCode=3301010102301"
"智能门锁","product-智能门锁-lock-2","华为智能门锁 2 产品档案","01_参数与卖点_KB/智能门锁/lock-2_华为智能门锁 2.md","10086315902518","4405010024101","10086315902518+4405010024101","https://www.vmall.com/product/comdetail/index.html?prdId=10086315902518&sbomCode=4405010024101"
"智能门锁","product-智能门锁-lock-2-enjoy","华为智能门锁 2 悦享版 产品档案","01_参数与卖点_KB/智能门锁/lock-2-enjoy_华为智能门锁 2 悦享版.md","10086663314886","4405010025501","10086663314886+4405010025501","https://www.vmall.com/product/comdetail/index.html?prdId=10086663314886&sbomCode=4405010025501"
"智能门锁","product-智能门锁-lock-2-premium","华为智能门锁 2 尊享版 产品档案","01_参数与卖点_KB/智能门锁/lock-2-premium_华为智能门锁 2 尊享版.md","10086194440412","4405010028901","10086194440412+4405010028901","https://www.vmall.com/product/comdetail/index.html?prdId=10086194440412&sbomCode=4405010028901"
"智能门锁","product-智能门锁-lock-2-pro","华为智能门锁 2 Pro 产品档案","01_参数与卖点_KB/智能门锁/lock-2-pro_华为智能门锁 2 Pro.md","10086098826302","4405010024201","10086098826302+4405010024201","https://www.vmall.com/product/comdetail/index.html?prdId=10086098826302&sbomCode=4405010024201"
"智能门锁","product-智能门锁-lock-2-ultra","华为智能门锁 2 Ultra 产品档案","01_参数与卖点_KB/智能门锁/lock-2-ultra_华为智能门锁 2 Ultra.md","10086184710130","4405010024301","10086184710130+4405010024301","https://www.vmall.com/product/comdetail/index.html?prdId=10086184710130&sbomCode=4405010024301"
"智能门锁","product-智能门锁-lock-m2","华为智能门锁 M2 产品档案","01_参数与卖点_KB/智能门锁/lock-m2_华为智能门锁 M2.md","10086478848011","4405010029201","10086478848011+4405010029201","https://www.vmall.com/product/comdetail/index.html?prdId=10086478848011&sbomCode=4405010029201"
"智能门锁","product-智能门锁-lock-x1","华为智能门锁 X1 产品档案","01_参数与卖点_KB/智能门锁/lock-x1_华为智能门锁 X1.md","10086825479546","4405010027402","10086825479546+4405010027402","https://www.vmall.com/product/comdetail/index.html?prdId=10086825479546&sbomCode=4405010027402"
"智能眼镜","product-智能眼镜-ai-glasses","华为 AI 眼镜 产品档案","01_参数与卖点_KB/智能眼镜/ai-glasses_华为 AI 眼镜.md","10086316021639","3102180011101","10086316021639+3102180011101","https://www.vmall.com/product/comdetail/index.html?prdId=10086316021639&sbomCode=3102180011101"
"智能眼镜","product-智能眼镜-smart-glasses-2","华为智能眼镜 2 产品档案","01_参数与卖点_KB/智能眼镜/smart-glasses-2_华为智能眼镜 2.md","10086533095852","3102180007605","10086533095852+3102180007605","https://www.vmall.com/product/comdetail/index.html?prdId=10086533095852&sbomCode=3102180007605"
"主要配件","product-主要配件-adapter-140w","华为超级快充电源适配器（Max 140 W） 产品档案","01_参数与卖点_KB/主要配件/adapter-140w_华为超级快充电源适配器（Max 140 W）.md","10086825800605","3102020059501","10086825800605+3102020059501","https://www.vmall.com/product/comdetail/index.html?prdId=10086825800605&sbomCode=3102020059501"
"主要配件","product-主要配件-cable-6a-a-c","华为 6A 数据线 USB-A 转 USB-C 产品档案","01_参数与卖点_KB/主要配件/cable-6a-a-c_华为 6A 数据线 USB-A 转 USB-C.md","10086393994098","3102030014001","10086393994098+3102030014001","https://www.vmall.com/product/comdetail/index.html?prdId=10086393994098&sbomCode=3102030014001"
"主要配件","product-主要配件-cable-6a-c-c","华为 6A 数据线 USB-C 转 USB-C 产品档案","01_参数与卖点_KB/主要配件/cable-6a-c-c_华为 6A 数据线 USB-C 转 USB-C.md","10086739052336","3102030017405","10086739052336+3102030017405","https://www.vmall.com/product/comdetail/index.html?prdId=10086739052336&sbomCode=3102030017405"
"主要配件","product-主要配件-charger-40w","华为超级快充充电器（Max 40 W） 产品档案","01_参数与卖点_KB/主要配件/charger-40w_华为超级快充充电器（Max 40 W）.md","10086822159053","3102020071401","10086822159053+3102020071401","https://www.vmall.com/product/comdetail/index.html?prdId=10086822159053&sbomCode=3102020071401"
"主要配件","product-主要配件-charger-ice-100w","华为冰糖全能充电器（Max 100 W） 产品档案","01_参数与卖点_KB/主要配件/charger-ice-100w_华为冰糖全能充电器（Max 100 W）.md","10086826276433","3102020067006","10086826276433+3102020067006","https://www.vmall.com/product/comdetail/index.html?prdId=10086826276433&sbomCode=3102020067006"
"主要配件","product-主要配件-charger-ice-66w","华为冰糖全能充电器（Max 66 W） 产品档案","01_参数与卖点_KB/主要配件/charger-ice-66w_华为冰糖全能充电器（Max 66 W）.md","10086506294533","3102020066502","10086506294533+3102020066502","https://www.vmall.com/product/comdetail/index.html?prdId=10086506294533&sbomCode=3102020066502"
"主要配件","product-主要配件-charger-multiport-100w","华为全能充多口充电器（Max 100 W） 产品档案","01_参数与卖点_KB/主要配件/charger-multiport-100w_华为全能充多口充电器（Max 100 W）.md","10086826293656","3102020059201","10086826293656+3102020059201","https://www.vmall.com/product/comdetail/index.html?prdId=10086826293656&sbomCode=3102020059201"
"主要配件","product-主要配件-charger-multiport-100w-premium","华为全能充多口充电器（Max 100 W）黑色 尊享版 产品档案","01_参数与卖点_KB/主要配件/charger-multiport-100w-premium_华为全能充多口充电器（Max 100 W）黑色 尊享版.md","10086400057044","3102020070501","10086400057044+3102020070501","https://www.vmall.com/product/comdetail/index.html?prdId=10086400057044&sbomCode=3102020070501"
"主要配件","product-主要配件-magnetic-powerbank","华为全能充磁吸移动电源 产品档案","01_参数与卖点_KB/主要配件/magnetic-powerbank_华为全能充磁吸移动电源.md","10086225014224","3102010027101","10086225014224+3102010027101","https://www.vmall.com/product/comdetail/index.html?prdId=10086225014224&sbomCode=3102010027101"
"主要配件","product-主要配件-mate80-leather-case","Mate 80/Mate 80 Pro 素皮保护壳 产品档案","01_参数与卖点_KB/主要配件/mate80-leather-case_Mate 80_Mate 80 Pro 素皮保护壳.md","10086849542848","3103010103904","10086849542848+3103010103904","https://www.vmall.com/product/comdetail/index.html?prdId=10086849542848&sbomCode=3103010103904"
"主要配件","product-主要配件-matex7-rotating-case","Mate X7 旋转支架保护壳 产品档案","01_参数与卖点_KB/主要配件/matex7-rotating-case_Mate X7 旋转支架保护壳.md","10086442319937","3103010104402","10086442319937+3103010104402","https://www.vmall.com/product/comdetail/index.html?prdId=10086442319937&sbomCode=3103010104402"
"主要配件","product-主要配件-m-pen-3-mini","M-Pen 3 Mini 多功能笔 产品档案","01_参数与卖点_KB/主要配件/m-pen-3-mini_M-Pen 3 Mini 多功能笔.md","10086270785193","3104230013802","10086270785193+3104230013802","https://www.vmall.com/product/comdetail/index.html?prdId=10086270785193&sbomCode=3104230013802"
"主要配件","product-主要配件-m-pencil-3-set","M-Pencil（第三代）平板创作笔套装 产品档案","01_参数与卖点_KB/主要配件/m-pencil-3-set_M-Pencil（第三代）平板创作笔套装.md","10086167840443","3105030004201","10086167840443+3105030004201","https://www.vmall.com/product/comdetail/index.html?prdId=10086167840443&sbomCode=3105030004201"
"主要配件","product-主要配件-m-pencil-pro","M-Pencil Pro 平板创作笔 产品档案","01_参数与卖点_KB/主要配件/m-pencil-pro_M-Pencil Pro 平板创作笔.md","10086149128760","3105030006601","10086149128760+3105030006601","https://www.vmall.com/product/comdetail/index.html?prdId=10086149128760&sbomCode=3105030006601"
"主要配件","product-主要配件-powerbank-100w-12000","华为自带线全能充移动电源（100 W 12000） 产品档案","01_参数与卖点_KB/主要配件/powerbank-100w-12000_华为自带线全能充移动电源（100 W 12000）.md","10086008427264","3102010029903","10086008427264+3102010029903","https://www.vmall.com/product/comdetail/index.html?prdId=10086008427264&sbomCode=3102010029903"
"主要配件","product-主要配件-powerbank-22w5-se","华为多协议超级快充移动电源 10000 mAh（Max 22.5W SE） 产品档案","01_参数与卖点_KB/主要配件/powerbank-22w5-se_华为多协议超级快充移动电源 10000 mAh（Max 22.5W SE）.md","10086554072805","3102010021102","10086554072805+3102010021102","https://www.vmall.com/product/comdetail/index.html?prdId=10086554072805&sbomCode=3102010021102"
"主要配件","product-主要配件-powerbank-66w-12000","华为自带线全能充移动电源（66 W 12000） 产品档案","01_参数与卖点_KB/主要配件/powerbank-66w-12000_华为自带线全能充移动电源（66 W 12000）.md","10086100136965","3102010030701","10086100136965+3102010030701","https://www.vmall.com/product/comdetail/index.html?prdId=10086100136965&sbomCode=3102010030701"
"主要配件","product-主要配件-watch-gt6-pro-strap","WATCH GT 6 Pro 表带 产品档案","01_参数与卖点_KB/主要配件/watch-gt6-pro-strap_WATCH GT 6 Pro 表带.md","10086422365319","3101040025703","10086422365319+3101040025703","https://www.vmall.com/product/comdetail/index.html?prdId=10086422365319&sbomCode=3101040025703"
"主要配件","product-主要配件-wireless-charger-80w","华为超级快充立式无线充电器（Max 80 W） 产品档案","01_参数与卖点_KB/主要配件/wireless-charger-80w_华为超级快充立式无线充电器（Max 80 W）.md","10086257136521","3102020057306","10086257136521+3102020057306","https://www.vmall.com/product/comdetail/index.html?prdId=10086257136521&sbomCode=3102020057306"
"主要配件","product-主要配件-woven-cable-120w","华为编织数据线（Max 120 W） 产品档案","01_参数与卖点_KB/主要配件/woven-cable-120w_华为编织数据线（Max 120 W）.md","10086875293502","3102030030601","10086875293502+3102030030601","https://www.vmall.com/product/comdetail/index.html?prdId=10086875293502&sbomCode=3102030030601"
